"","EDN","ED_Name","Prov","Electors","Nbr_Poll","Val_Bal","Val_Pct","Rej_Bal","Pct_Rej","Tot_Bal","TO","Win_Cand","LPV","CPV","NDV","GRV","BQV","OTV","Maj","Cand_Nbr","Male","Female","Avg_Gender","Tot_Memb","like_vote","sat_harp","ecc_sat","fin_own","Lib","CPC","NDP","Har","Tru","Mul","Count","Avg_Memb","Pct_Fem","Win","Win_Party","CPC_Win","LIB_Win","NDP_Win","GRN_Win","BQP_Win","OTP_Win"
"51",24019,"Charlesbourg--Haute-Saint-Charles","QC",84830,228,58256,98.5,866,1.5,59122,69.7,"Paul-Hus, Pierre Conservative/Conservateur",13525,24608,11690,1256,7177,0,11083,5,126,101,0.444933920704846,11,1.67906976744186,2.6036036036036,2.18018018018018,2.08370044052863,49.6285714285714,51.7238095238095,49.2047619047619,48.0863636363636,43.1141552511416,51.4372093023256,227,0.0484581497797357,0.444933920704846,24608,"CPC",1,0,0,0,0,0
"52",24020,"Beauport--Côte-de-Beaupré--Île d'Orléans--Charlevoix","QC",76528,230,50456,98.4,846,1.6,51302,67,"Boucher, Sylvie Conservative/Conservateur",13556,16903,9306,859,9650,182,3347,6,64,44,0.407407407407407,5,1.9047619047619,2.73831775700935,2.26415094339623,2.22222222222222,47.2352941176471,41.8155339805825,54.7227722772277,41.4554455445545,46.019801980198,57.8613861386139,108,0.0462962962962963,0.407407407407407,16903,"CPC",1,0,0,0,0,0
"53",24021,"Châteauguay--Lacolle","QC",76129,213,51782,98.3,909,1.7,52691,69.2,"Shanahan, Brenda Liberal/Libéral",20245,5805,11986,982,12615,149,7630,6,36,63,0.65,9,1.54022988505747,3.26315789473684,2.64130434782609,2.35353535353535,55.375,27.2659574468085,62.3804347826087,23.8829787234043,54.8829787234043,61.5268817204301,100,0.09,0.63,20245,"LIB",0,1,0,0,0,0
"54",24022,"Chicoutimi--Le Fjord","QC",66821,186,43805,98.3,745,1.7,44550,66.7,"Lemieux, Denis Liberal/Libéral",13619,7270,13019,907,8990,0,600,5,50,42,0.456521739130435,5,1.69767441860465,2.88505747126437,2.41111111111111,2.08988764044944,47.4523809523809,41.7882352941176,55.1294117647059,40.3411764705882,48.1071428571429,55.7176470588235,92,0.0543478260869565,0.456521739130435,13619,"LIB",0,1,0,0,0,0
"55",24023,"Compton--Stanstead","QC",82237,244,55811,98.7,748,1.3,56559,68.8,"Bibeau, Marie-Claude Liberal/Libéral",20582,6978,15300,1085,11551,315,5282,6,50,78,0.609375,8,1.75,3.14634146341463,2.54838709677419,2.26984126984127,57.2478632478633,33.1186440677966,62.7264957264957,30.7033898305085,54.3559322033898,64.406779661017,128,0.0625,0.609375,20582,"LIB",0,1,0,0,0,0
"56",24024,"Dorval--Lachine--LaSalle","QC",85769,225,54605,98.9,593,1.1,55198,64.4,"Dhillon, Anju Liberal/Libéral",29974,6049,11769,1245,5338,230,18205,6,85,76,0.481481481481481,19,1.49612403100775,3.11538461538462,2.45911949685535,2.22981366459627,63.7548387096774,33.1806451612903,56.1153846153846,28.6064516129032,61.2838709677419,55.8289473684211,162,0.117283950617284,0.469135802469136,29974,"LIB",0,1,0,0,0,0
"57",24025,"Drummond","QC",81455,229,51979,97.9,1098,2.1,53077,65.2,"Choquette, François NDP-New Democratic Party/NPD-Nouveau Parti démocratique",13793,9221,15833,1270,11862,0,2040,5,63,58,0.479338842975207,12,1.72881355932203,3.00869565217391,2.48245614035088,2.09243697478992,45.4414414414414,39.5178571428571,58.1428571428571,35.6428571428571,49.2321428571429,60.6846846846847,121,0.0991735537190083,0.479338842975207,15833,"NDP",0,0,1,0,0,0
"58",24026,"Gaspésie--Les Îles-de-la-Madeleine","QC",65783,212,39617,99,395,1,40012,60.8,"Lebouthillier, Diane Liberal/Libéral",15345,2398,12885,400,8289,300,2460,6,30,43,0.589041095890411,9,1.67692307692308,3.15277777777778,2.59154929577465,2.36111111111111,45.3432835820896,26.6865671641791,54.6060606060606,28.8676470588235,44.7910447761194,58.2,73,0.123287671232877,0.589041095890411,15345,"LIB",0,1,0,0,0,0
"59",24027,"Gatineau","QC",84377,226,57800,99.1,522,0.9,58322,69.1,"MacKinnon, Steven Liberal/Libéral",31076,4733,15352,942,5455,242,15724,7,86,75,0.46583850931677,8,1.51034482758621,3.26114649681529,2.51592356687898,2.29559748427673,58.156462585034,24.0743243243243,62.8493150684931,22.8187919463087,58.8698630136986,62.7241379310345,161,0.0496894409937888,0.46583850931677,31076,"LIB",0,1,0,0,0,0
"60",24028,"Hochelaga","QC",83088,232,51904,98.3,877,1.7,52781,63.5,"Boutin-Sweet, Marjolaine NDP-New Democratic Party/NPD-Nouveau Parti démocratique",15534,3555,16034,1654,14389,738,500,8,75,54,0.418604651162791,4,1.4672131147541,3.29508196721311,2.5327868852459,2.376,48.4491525423729,25.1848739495798,60.4745762711864,22.5284552845528,49.8688524590164,58.975,129,0.0310077519379845,0.418604651162791,16034,"NDP",0,0,1,0,0,0
"61",24029,"Honoré-Mercier","QC",79033,211,51658,98.7,682,1.3,52340,66.2,"Rodriguez, Pablo Liberal/Libéral",29211,6226,8478,814,6680,249,20733,7,53,57,0.518181818181818,8,1.43298969072165,2.99038461538462,2.40740740740741,2.13888888888889,61.3271028037383,34.0566037735849,55.6285714285714,32.8888888888889,61.8055555555556,56.75,110,0.0727272727272727,0.518181818181818,29211,"LIB",0,1,0,0,0,0
"62",24030,"Hull--Aylmer","QC",79329,218,55440,99.3,391,0.7,55831,70.4,"Fergus, Greg Liberal/Libéral",28478,4278,17472,1035,3625,552,11006,8,83,83,0.5,17,1.36601307189542,3.36774193548387,2.60897435897436,2.19018404907975,58.0986842105263,23.6339869281046,66.5064935064935,20.7628205128205,56.0649350649351,63.9235668789809,166,0.102409638554217,0.5,28478,"LIB",0,1,0,0,0,0
"63",24031,"Joliette","QC",86287,272,56689,98.1,1109,1.9,57798,67,"Ste-Marie, Gabriel Bloc Québécois/Bloc Québécois",15995,5705,14566,1335,18875,213,2880,6,70,62,0.46969696969697,7,1.86614173228346,3.21259842519685,2.51908396946565,2.24615384615385,42.7317073170732,29.349593495935,55.3934426229508,26.6349206349206,41.968,55.7903225806452,132,0.053030303030303,0.46969696969697,18875,"BQP",0,0,0,0,1,0
"64",24032,"Jonquière","QC",73099,219,48103,98.2,899,1.8,49002,67,"Trudel, Karine NDP-New Democratic Party/NPD-Nouveau Parti démocratique",13700,8124,14039,656,11202,382,339,6,45,43,0.488636363636364,7,1.57647058823529,3.07317073170732,2.5,2.09195402298851,39.9240506329114,33.6835443037975,51.8607594936709,31.8227848101266,40.7,58.1538461538462,88,0.0795454545454545,0.488636363636364,14039,"NDP",0,0,1,0,0,0
"65",24033,"La Pointe-de-l'Île","QC",84769,236,55226,98.4,912,1.6,56138,66.2,"Beaulieu, Mario Bloc Québécois/Bloc Québécois",15777,4408,14777,1130,18545,589,2768,8,67,63,0.484615384615385,10,1.44247787610619,3.35245901639344,2.64,2.421875,44.8292682926829,24.8130081300813,56.4180327868852,22.5714285714286,43.9067796610169,56.3305084745763,130,0.0769230769230769,0.484615384615385,18545,"BQP",0,0,0,0,1,0
"66",24034,"La Prairie","QC",82472,212,57572,98.3,996,1.7,58568,71,"Poissant, Jean-Claude Liberal/Libéral",20993,6859,13174,1235,15107,204,5886,6,44,55,0.57,4,1.64583333333333,3.11340206185567,2.57291666666667,2.23232323232323,54.1276595744681,31.4301075268817,62.0322580645161,25.09375,52.3020833333333,61.5,100,0.04,0.55,20993,"LIB",0,1,0,0,0,0
"67",24035,"Lac-Saint-Jean","QC",85445,260,55279,98.4,925,1.6,56204,65.8,"Lebel, Denis Conservative/Conservateur",10193,18393,15735,806,10152,0,2658,5,45,51,0.53125,10,1.64130434782609,3,2.44210526315789,2.28125,42.4044943820225,41.7727272727273,57.4431818181818,35.4494382022472,42.1111111111111,55.1573033707865,96,0.104166666666667,0.53125,18393,"CPC",1,0,0,0,0,0
"68",24036,"Lac-Saint-Louis","QC",85870,232,62312,99.5,321,0.5,62633,72.9,"Scarpaleggia, Francis Liberal/Libéral",39965,10857,7997,1812,1681,0,29108,5,117,95,0.44811320754717,14,1.23563218390805,3.01941747572816,2.53846153846154,2.28436018957346,68.4830917874396,35.9902912621359,51.7277227722772,29.6490384615385,66.3768115942029,51.2598039215686,212,0.0660377358490566,0.44811320754717,39965,"LIB",0,1,0,0,0,0
"69",24037,"LaSalle--Émard--Verdun","QC",84192,225,53763,98.5,823,1.5,54586,64.8,"Lametti, David Liberal/Libéral",23603,3713,15566,1717,9164,0,8037,5,70,105,0.6,10,1.41290322580645,3.36094674556213,2.6374269005848,2.27167630057803,56.5178571428571,26.2650602409639,59.4277108433735,23.3076923076923,54.4759036144578,56.4223602484472,175,0.0571428571428571,0.6,23603,"LIB",0,1,0,0,0,0
"70",24038,"Laurentides--Labelle","QC",96848,302,63173,98.4,1030,1.6,64203,66.3,"Graham, David Liberal/Libéral",20277,6209,16644,1251,18792,0,1485,5,72,71,0.496503496503496,15,1.63636363636364,3.25185185185185,2.50724637681159,2.22302158273381,46.7753623188406,28.9270072992701,59.0579710144928,24.8088235294118,49.4074074074074,59.8074074074074,143,0.104895104895105,0.496503496503497,20277,"LIB",0,1,0,0,0,0
"71",24039,"Laurier--Sainte-Marie","QC",85056,228,54681,98.9,594,1.1,55275,65,"Laverdière, Hélène NDP-New Democratic Party/NPD-Nouveau Parti démocratique",12938,2242,20929,1904,15699,969,5230,9,98,70,0.416666666666667,10,1.54901960784314,3.44242424242424,2.69565217391304,2.24390243902439,54.3558282208589,22.1543209876543,66.0943396226415,19.210843373494,56.0858895705521,62.4465408805031,168,0.0595238095238095,0.416666666666667,20929,"NDP",0,0,1,0,0,0
"72",24040,"Laval--Les Îles","QC",82438,216,54205,98.8,683,1.2,54888,66.6,"El-Khoury, Fayçal Liberal/Libéral",25857,9811,10710,921,6731,175,15147,6,59,37,0.385416666666667,6,1.48809523809524,2.84444444444444,2.45744680851064,2.1505376344086,62.9891304347826,37.8709677419355,58.8586956521739,38.0555555555556,61.4157303370786,55.6444444444444,96,0.0625,0.385416666666667,25857,"LIB",0,1,0,0,0,0
"73",24041,"Longueuil--Charles-LeMoyne","QC",83844,222,51707,98.2,925,1.8,52632,62.8,"Romanado, Sherry Liberal/Libéral",18301,4961,12468,1510,13974,493,4327,7,65,81,0.554794520547945,7,1.61194029850746,3.13138686131387,2.51449275362319,2.22916666666667,52.3407407407407,30.3576642335766,56.2794117647059,25.231884057971,51.0144927536232,53.637037037037,146,0.0479452054794521,0.554794520547945,18301,"LIB",0,1,0,0,0,0
"74",24042,"Lévis--Lotbinière","QC",87339,251,62588,98.5,975,1.5,63563,72.8,"Gourde, Jacques Conservative/Conservateur",13562,31357,9246,1124,7163,136,17795,6,78,75,0.490196078431373,8,1.66666666666667,2.61805555555556,2.21527777777778,2.11333333333333,42.125,51.3706293706294,47.965034965035,49.3402777777778,38.75,50.3732394366197,153,0.0522875816993464,0.490196078431373,31357,"CPC",1,0,0,0,0,0
"75",24043,"Longueuil--Saint-Hubert","QC",85972,227,58199,98.4,939,1.6,59138,68.8,"Nantel, Pierre NDP-New Democratic Party/NPD-Nouveau Parti démocratique",17468,5087,18171,1447,15873,153,703,6,63,77,0.55,6,1.64661654135338,3.13970588235294,2.55223880597015,2.29411764705882,51.3731343283582,31.0373134328358,61.3863636363636,27.0451127819549,50.7121212121212,61.2424242424242,140,0.0428571428571429,0.55,18171,"NDP",0,0,1,0,0,0
"76",24044,"Louis-Hébert","QC",81376,230,61744,99,627,1,62371,76.6,"Lightbound, Joël Liberal/Libéral",21516,16789,12850,1561,8900,128,4727,6,144,89,0.381974248927039,21,1.71428571428571,3.05333333333333,2.34955752212389,2.068669527897,47.9513274336283,38.6844444444444,55.1659192825112,36.0266666666667,47.1071428571429,54.8444444444444,233,0.0901287553648069,0.381974248927039,21516,"LIB",0,1,0,0,0,0
"77",24045,"Louis-Saint-Laurent","QC",92372,249,64683,98.7,852,1.3,65535,70.9,"Deltell, Gérard Conservative/Conservateur",13852,32637,10296,1210,6688,0,18785,5,117,100,0.460829493087558,15,1.68075117370892,2.48292682926829,2.07109004739337,2.02336448598131,47.125,53.4830917874396,49.8543689320388,50.6038647342995,43.0676328502415,51.8,217,0.0691244239631336,0.460829493087558,32637,"CPC",1,0,0,0,0,0
"78",24046,"Manicouagan","QC",75229,239,42030,98.5,645,1.5,42675,56.7,"Gill, Marilène Bloc Québécois/Bloc Québécois",12343,4317,7359,673,17338,0,4995,5,32,51,0.614457831325301,8,1.84615384615385,3.24,2.52564102564103,2.12048192771084,38.7246376811594,35.8285714285714,52.2028985507246,27.0428571428571,40.7205882352941,56.6865671641791,83,0.0963855421686747,0.614457831325301,17338,"BQP",0,0,0,0,1,0
"79",24047,"Mégantic--L'Érable","QC",71653,231,47287,98,941,2,48228,67.3,"Berthold, Luc Conservative/Conservateur",13308,16749,10386,1006,5838,0,3441,5,28,41,0.594202898550725,3,1.93846153846154,2.98387096774194,2.27868852459016,2.21538461538462,47.1875,40.7846153846154,45.6666666666667,38.8307692307692,45.7936507936508,48.9365079365079,69,0.0434782608695652,0.594202898550725,16749,"CPC",1,0,0,0,0,0
"80",24048,"Mirabel","QC",87938,230,59418,98.1,1178,1.9,60596,68.9,"Marcil, Simon Bloc Québécois/Bloc Québécois",15514,6020,17873,1301,18710,0,837,5,28,39,0.582089552238806,4,1.84126984126984,3.03225806451613,2.43548387096774,2.125,46.6666666666667,34.031746031746,65.296875,33.8125,47.625,66.2857142857143,67,0.0597014925373134,0.582089552238806,18710,"BQP",0,0,0,0,1,0
"81",24049,"Montarville","QC",75693,200,57917,98.5,881,1.5,58798,77.7,"Picard, Michel Liberal/Libéral",18848,6284,14296,1388,16460,641,2388,6,50,71,0.586776859504132,6,1.66379310344828,3.13793103448276,2.46610169491525,2.17355371900826,48.6869565217391,33.6260869565217,58.104347826087,30.5862068965517,50.304347826087,58.9122807017544,121,0.0495867768595041,0.586776859504132,18848,"LIB",0,1,0,0,0,0
"82",24050,"Montcalm","QC",83808,230,53009,97.7,1226,2.3,54235,64.7,"Thériault, Luc Bloc Québécois/Bloc Québécois",14484,5093,12431,976,19405,620,4921,6,44,52,0.541666666666667,3,1.69318181818182,3.27173913043478,2.56043956043956,2.27659574468085,47.6279069767442,31.8837209302326,54.9767441860465,25.2840909090909,47.5,53.8,96,0.03125,0.541666666666667,19405,"BQP",0,0,0,0,1,0
"83",24051,"Montmagny--L'Islet--Kamouraska--Rivière-du-Loup","QC",78672,266,49243,98.4,777,1.6,50020,63.6,"Généreux, Bernard Conservative/Conservateur",14002,14274,11918,823,7939,287,272,6,55,62,0.52991452991453,12,1.69158878504673,2.93693693693694,2.33333333333333,2.31578947368421,46.4862385321101,36.7889908256881,52.1192660550459,36.0185185185185,44.1018518518519,52.4299065420561,117,0.102564102564103,0.52991452991453,14274,"CPC",1,0,0,0,0,0
"84",24052,"Mount Royal/Mont-Royal","QC",74416,205,48051,99.1,425,0.9,48476,65.1,"Housefather, Anthony Liberal/Libéral",24187,18201,3884,747,908,124,5986,6,60,70,0.538461538461539,15,1.33962264150943,2.66929133858268,2.39516129032258,2.14173228346457,62.6386554621849,49.3416666666667,48.2393162393162,46.4032258064516,58.1885245901639,48.9918699186992,130,0.115384615384615,0.538461538461538,24187,"LIB",0,1,0,0,0,0
"85",24053,"Notre-Dame-de-Grâce--Westmount","QC",79832,211,51593,99.4,311,0.6,51904,65,"Garneau, Marc Liberal/Libéral",29755,7414,11229,1581,1282,332,18526,7,80,107,0.579787234042553,22,1.28387096774194,3.12637362637363,2.54594594594595,2.10752688172043,64.1475409836066,32.2611111111111,59.6648351648352,29.0874316939891,61.8846153846154,58.8342541436464,188,0.117021276595745,0.569148936170213,29755,"LIB",0,1,0,0,0,0
"86",24054,"Outremont","QC",71136,192,43619,99,426,1,44045,61.9,"Mulcair, Tom NDP-New Democratic Party/NPD-Nouveau Parti démocratique",14597,4159,19242,1575,3668,378,4645,7,43,38,0.469135802469136,7,1.32857142857143,3.31645569620253,2.5625,2.1625,54.5189873417722,24.9873417721519,67.1538461538462,22.8227848101266,56.9615384615385,67.8051948051948,81,0.0864197530864197,0.469135802469136,19242,"NDP",0,0,1,0,0,0
"87",24055,"Papineau","QC",79136,213,50770,98.6,698,1.4,51468,65,"Trudeau, Justin Liberal/Libéral",26391,2390,13132,1443,6182,1232,13259,10,55,47,0.46078431372549,6,1.72222222222222,3.07216494845361,2.5625,2.28,50.8229166666667,28.625,54.4468085106383,28.1382978723404,55.8842105263158,56.945652173913,102,0.0588235294117647,0.46078431372549,26391,"LIB",0,1,0,0,0,0
"88",24056,"Pierrefonds--Dollard","QC",85333,222,58505,99.4,368,0.6,58873,69,"Baylis, Frank Liberal/Libéral",34319,11694,9584,865,2043,0,22625,5,105,87,0.453125,15,1.24223602484472,2.78021978021978,2.47826086956522,2.16842105263158,67.6363636363636,40.8095238095238,51.7213114754098,39.8677248677249,65.281914893617,50.5303867403315,192,0.078125,0.453125,34319,"LIB",0,1,0,0,0,0
"89",24057,"Pontiac","QC",87922,277,62625,99.3,467,0.7,63092,71.8,"Amos, William Liberal/Libéral",34154,8716,14090,1089,4337,239,20064,7,67,50,0.427350427350427,11,1.47572815533981,3.16379310344828,2.40540540540541,2.13675213675214,59.1315789473684,29.7079646017699,58.0877192982456,24.7699115044248,57.5663716814159,56.963963963964,117,0.094017094017094,0.427350427350427,34154,"LIB",0,1,0,0,0,0
"90",24058,"Portneuf--Jacques-Cartier","QC",88337,258,62059,98.8,781,1.2,62840,71.1,"Godin, Joël Conservative/Conservateur",13322,27290,13686,1096,6665,0,13604,5,61,76,0.565217391304348,4,1.515625,2.75555555555556,2.27480916030534,2.08695652173913,45.3359375,46.1162790697674,53.7936507936508,43.3076923076923,41.4961240310078,54.6535433070866,138,0.0289855072463768,0.550724637681159,27290,"CPC",1,0,0,0,0,0
"91",24059,"Québec","QC",79593,229,53867,98.5,820,1.5,54687,68.7,"Duclos, Jean-Yves Liberal/Libéral",15566,11737,14566,1570,10153,275,1000,7,124,84,0.403846153846154,39,1.56345177664975,2.955,2.30693069306931,2.07035175879397,47.81,32.6984924623116,53.7360406091371,31.3034825870647,46.960396039604,53.745,208,0.1875,0.403846153846154,15566,"LIB",0,1,0,0,0,0
"92",24060,"Repentigny","QC",92117,252,65211,98.2,1179,1.8,66390,72.1,"Pauzé, Monique Bloc Québécois/Bloc Québécois",17798,7053,15167,1242,22618,1333,4820,6,63,55,0.466101694915254,3,1.90909090909091,3.19130434782609,2.51282051282051,2.25423728813559,46.8558558558559,35.1339285714286,60.4234234234234,29.7610619469027,47.4642857142857,60.2792792792793,118,0.0254237288135593,0.466101694915254,22618,"BQP",0,0,0,0,1,0
"93",24061,"Richmond--Arthabaska","QC",85894,263,58617,98.5,912,1.5,59529,69.3,"Rayes, Alain Conservative/Conservateur",14463,18505,14213,984,10068,384,4042,6,64,59,0.479674796747968,11,1.49565217391304,2.95,2.35593220338983,2.17213114754098,50.7610619469027,38.4070796460177,53.7767857142857,34.2105263157895,52.0263157894737,55.1081081081081,123,0.0894308943089431,0.479674796747967,18505,"CPC",1,0,0,0,0,0
"94",24062,"Rivière-des-Mille-Îles","QC",81528,214,58046,98.4,927,1.6,58973,72.3,"Lapointe, Linda Liberal/Libéral",18787,6099,17111,1136,14755,158,1676,6,62,57,0.478991596638656,6,1.68316831683168,3.22608695652174,2.60344827586207,2.4051724137931,53.051724137931,30.6896551724138,58.7068965517241,27.2413793103448,49.8205128205128,55.5913043478261,119,0.0504201680672269,0.478991596638655,18787,"LIB",0,1,0,0,0,0
"95",24063,"Rivière-du-Nord","QC",89667,242,56657,98.2,1044,1.8,57701,64.4,"Fortin, Rhéal Bloc Québécois/Bloc Québécois",14933,4793,17077,1436,18157,261,1080,6,32,36,0.529411764705882,3,1.81666666666667,3.18461538461538,2.54545454545455,2.25,43.3125,28.84375,59.9193548387097,27.2878787878788,42.8307692307692,60.515625,68,0.0441176470588235,0.529411764705882,18157,"BQP",0,0,0,0,1,0
"96",24064,"Rosemont--La Petite-Patrie","QC",84884,239,58335,98.7,788,1.3,59123,69.7,"Boulerice, Alexandre NDP-New Democratic Party/NPD-Nouveau Parti démocratique",12068,2510,28672,1783,12283,1019,16389,8,61,52,0.473684210526316,2,1.58653846153846,3.43859649122807,2.64220183486239,2.16964285714286,53.7889908256881,22.7064220183486,64.4018691588785,17.646017699115,54.027027027027,60.9099099099099,114,0.0175438596491228,0.456140350877193,28672,"NDP",0,0,1,0,0,0
"97",24065,"Marc-Aurèle-Fortin","QC",76396,199,54525,98.6,769,1.4,55294,72.4,"Robillard, Yves Liberal/Libéral",22323,6498,12827,1057,11820,0,9496,5,48,48,0.5,6,1.61111111111111,3.02222222222222,2.5,2.19354838709677,50.6888888888889,37.4239130434783,61.5384615384615,32.5333333333333,50.4945054945055,62.7954545454545,96,0.0625,0.5,22323,"LIB",0,1,0,0,0,0
"98",24066,"Saint-Hyacinthe--Bagot","QC",81016,243,54369,97.8,1214,2.2,55583,68.6,"Sansoucy, Brigitte NDP-New Democratic Party/NPD-Nouveau Parti démocratique",14980,9098,15578,1243,13200,270,598,6,68,55,0.447154471544716,8,1.5546218487395,2.98290598290598,2.45833333333333,2.28099173553719,51.4789915966387,38.4406779661017,60.7542372881356,35.7310924369748,51.0683760683761,60.2905982905983,123,0.0650406504065041,0.447154471544715,15578,"NDP",0,0,1,0,0,0
"99",24067,"Saint-Jean","QC",88519,245,60386,98,1231,2,61617,69.6,"Rioux, Jean Liberal/Libéral",20022,6549,17555,1281,14979,0,2467,5,84,59,0.412587412587412,11,1.83333333333333,3.08029197080292,2.49264705882353,2.2112676056338,44.6691729323308,38.1119402985075,56.7894736842105,33.5187969924812,44.6917293233083,57.8333333333333,143,0.0769230769230769,0.412587412587413,20022,"LIB",0,1,0,0,0,0
"100",24068,"Saint-Laurent","QC",69138,179,40330,99,409,1,40739,58.9,"Dion, Stéphane Liberal/Libéral",24832,7867,4646,977,1879,129,16965,6,44,60,0.576923076923077,4,1.33720930232558,2.76237623762376,2.54545454545455,2.06862745098039,67.1212121212121,40.6633663366337,52.0833333333333,38.6666666666667,64.8415841584158,52.1919191919192,104,0.0384615384615385,0.576923076923077,24832,"LIB",0,1,0,0,0,0
"101",24069,"Saint-Léonard--Saint-Michel","QC",76746,205,44531,98.5,689,1.5,45220,58.9,"Di Iorio, Nicola Liberal/Libéral",28826,4957,6611,805,3204,128,22215,6,52,42,0.446808510638298,10,1.28,2.95505617977528,2.50561797752809,2.31521739130435,60.3409090909091,41.0888888888889,53.4941176470588,35.5056179775281,59.1222222222222,54.0454545454545,94,0.106382978723404,0.446808510638298,28826,"LIB",0,1,0,0,0,0
"102",24070,"Saint-Maurice--Champlain","QC",92352,272,58947,98,1175,2,60122,65.1,"Champagne, François-Philippe Liberal/Libéral",24475,9592,12245,1144,11295,196,12230,6,60,70,0.538461538461539,11,1.81147540983607,3.08333333333333,2.48780487804878,2.22480620155039,48.3166666666667,37.3445378151261,56,30.9663865546218,48.3949579831933,58.7394957983193,130,0.0846153846153846,0.538461538461538,24475,"LIB",0,1,0,0,0,0
"103",24071,"Salaberry--Suroît","QC",92604,269,61535,98.4,998,1.6,62533,67.5,"Quach, Anne Minh-Thu NDP-New Democratic Party/NPD-Nouveau Parti démocratique",17955,6132,18726,867,17452,403,771,7,60,59,0.495798319327731,11,1.54464285714286,3.21238938053097,2.53846153846154,2.3304347826087,48.5833333333333,31.5233644859813,59.697247706422,27.3240740740741,49.6635514018692,58.7196261682243,119,0.092436974789916,0.495798319327731,18726,"NDP",0,0,1,0,0,0
"104",24072,"Shefford","QC",88533,267,58920,97.8,1299,2.2,60219,68,"Breton, Pierre Liberal/Libéral",22957,7529,13945,1397,13092,0,9012,5,73,64,0.467153284671533,1,1.73387096774194,3.14393939393939,2.49230769230769,2.27941176470588,46.6769230769231,32.2578125,59.5196850393701,27.1461538461538,48.953488372093,59.6456692913386,137,0.0072992700729927,0.467153284671533,22957,"LIB",0,1,0,0,0,0
"105",24073,"Sherbrooke","QC",87658,248,57300,98.6,796,1.4,58096,66.3,"Dusseault, Pierre-Luc NDP-New Democratic Party/NPD-Nouveau Parti démocratique",17071,5391,21410,1143,11717,568,4339,7,97,81,0.463687150837989,8,1.6551724137931,3.18674698795181,2.54385964912281,2.10982658959538,46.6315789473684,32.9047619047619,61,30,48.6011904761905,60.9333333333333,179,0.0446927374301676,0.452513966480447,21410,"NDP",0,0,1,0,0,0
"106",24074,"Vaudreuil--Soulanges","QC",90804,251,65528,98.9,714,1.1,66242,73,"Schiefke, Peter Liberal/Libéral",30550,9048,14627,1445,9858,0,15923,5,74,71,0.489655172413793,12,1.21538461538462,3.17730496453901,2.63309352517986,2.23239436619718,59.6527777777778,28.6736111111111,60.4609929078014,25.4861111111111,58.2097902097902,61.0354609929078,145,0.0827586206896552,0.489655172413793,30550,"LIB",0,1,0,0,0,0
"107",24075,"Terrebonne","QC",84502,209,58284,97.9,1256,2.1,59540,70.5,"Boudrias, Michel Bloc Québécois/Bloc Québécois",16316,6615,14928,1016,19238,171,2922,6,42,44,0.511627906976744,6,1.7125,2.9390243902439,2.45679012345679,2.34117647058824,43.1358024691358,40.3292682926829,53.5555555555556,38.037037037037,45.3703703703704,58.1829268292683,86,0.0697674418604651,0.511627906976744,19238,"BQP",0,0,0,0,1,0
"108",24076,"Trois-Rivières","QC",91098,261,60289,98.5,940,1.5,61229,67.2,"Aubin, Robert NDP-New Democratic Party/NPD-Nouveau Parti démocratique",18224,11231,19193,1032,10249,360,969,6,117,71,0.377659574468085,18,1.6685393258427,3.01111111111111,2.39106145251397,2.23369565217391,47.2045454545455,36.7758620689655,58.8863636363636,34.3485714285714,44.8171428571429,59.9657142857143,188,0.0957446808510638,0.377659574468085,19193,"NDP",0,0,1,0,0,0
"109",24077,"Ville-Marie--Le Sud-Ouest--Île-des-Soeurs","QC",85702,238,50164,99.1,435,0.9,50599,59,"Miller, Marc Liberal/Libéral",25491,5948,11757,2398,4307,263,13734,7,103,88,0.460732984293194,14,1.43604651162791,3.01595744680851,2.52380952380952,2.12698412698413,60.4705882352941,33.5882352941176,58.4756756756757,28.6774193548387,56.9837837837838,56.7826086956522,191,0.0732984293193717,0.460732984293194,25491,"LIB",0,1,0,0,0,0
"110",24078,"Vimy","QC",86225,232,54343,98.3,941,1.7,55284,64.1,"Nassif, Eva Liberal/Libéral",25082,7262,11391,1280,9068,260,13691,6,57,42,0.424242424242424,6,1.44186046511628,3.06382978723404,2.48421052631579,2.1734693877551,53.1666666666667,35.9270833333333,62.1397849462366,32.5257731958763,54.4845360824742,61.6041666666667,99,0.0606060606060606,0.424242424242424,25082,"LIB",0,1,0,0,0,0
"111",35001,"Ajax","ON",85251,210,56307,99.6,206,0.4,56513,66.3,"Holland, Mark Liberal/Libéral",31458,19374,4630,788,0,57,12084,5,41,42,0.506024096385542,3,1.34328358208955,2.72151898734177,2.44444444444444,2.13414634146341,60.9066666666667,46.6666666666667,53.9078947368421,43.88,59.3866666666667,54.6027397260274,83,0.036144578313253,0.506024096385542,31458,"LIB",0,1,0,0,0,0
"112",35002,"Algoma--Manitoulin--Kapuskasing","ON",63253,211,41374,99.6,161,0.4,41535,65.7,"Hughes, Carol NDP-New Democratic Party/NPD-Nouveau Parti démocratique",14111,9820,16516,927,0,0,2405,4,27,21,0.4375,3,1.25,3.02222222222222,2.53333333333333,2.21739130434783,57.7045454545455,38.25,67.0697674418605,36.25,57.9090909090909,62.975,48,0.0625,0.4375,16516,"NDP",0,0,1,0,0,0
